"x","title","job.seniority","rating","company","competitor","job.state","headquarters","same.state","size","founded","type.of.ownership","industry","sector","revenue","min.salary","max.salary","avg.salary","age","python","r","spark","aws","excel"
302,"D-sci","No Desc","Satisfied","Novartis",0,"MA","Switzerland",0,"large",1996,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",86,143,114.5,24,1,0,0,0,0
303,"D-sci","No Desc","Satisfied","Juniper Networks",0,"CA","CA",1,"large",1996,"Public","Telecommunications Services","Telecommunications","large-bus",93,149,121,24,1,0,1,0,1
304,"D-sci","Senior Prof","Dissatisfied","The Integer Group",3,"TX","CO",0,"medium",1993,"Subsidiary or Business Segment","Advertising & Marketing","Business Services","medium-bus",84,136,110,27,0,0,0,0,0
305,"na","No Desc","Neutral","Karyopharm Therapeutics Inc.",0,"MA","MA",1,"medium",1992,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",60,123,91.5,30,0,0,0,0,1
306,"analyst","No Desc","Satisfied","ManTech",0,"VA","VA",0,"large",1968,"Public","Research & Development","Business Services","large-bus",52,89,70.5,52,0,0,0,0,0
307,"D-eng","No Desc","Satisfied","P2 Energy Solutions",0,"LA","CO",0,"medium",1992,"Private","Computer Hardware & Software","Information Technology","medium-bus",48,93,70.5,30,0,0,0,0,1
308,"D-sci","No Desc","Satisfied","PNNL",3,"WA","WA",1,"large",1965,"Government","Energy","Oil, Gas, Energy & Utilities","large-bus",56,97,76.5,55,1,0,0,0,0
309,"D-eng","No Desc","Satisfied","MassMutual",0,"MA","MA",1,"large",1851,"Private","Insurance Carriers","Insurance","large-bus",65,119,92,52,1,0,1,0,1
310,"D-sci","Senior Prof","Very Satisfied","Recursion Pharmaceuticals",0,"UT","UT",1,"small",2013,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","small-bus",108,173,140.5,30,1,0,0,1,0
311,"na","No Desc","Satisfied","Esri",1,"VA","CA",0,"large",1969,"Private","Computer Hardware & Software","Information Technology","large-bus",63,101,82,51,1,0,0,0,0
312,"na","Senior Prof","Neutral","Rochester Regional Health",0,"NY","NY",1,"large",2014,"Hospital","Health Care Services & Hospitals","Health Care","large-bus",54,115,84.5,30,0,0,0,0,0
313,"na","Senior Prof","Satisfied","Rubius Therapeutics",0,"MA","MA",1,"medium",2013,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",90,179,134.5,30,0,0,0,0,0
314,"D-sci","No Desc","Neutral","Samba TV",0,"CA","CA",1,"medium",2008,"Private","Advertising & Marketing","Business Services","medium-bus",127,202,164.5,30,0,0,0,0,0
315,"analyst","No Desc","Neutral","SV Microwave",0,"FL","FL",1,"medium",1991,"Public","Telecommunications Manufacturing","Telecommunications","medium-bus",31,57,44,29,0,0,0,0,0
316,"na","No Desc","Satisfied","ClearEdge",0,"MD","MD",1,"small",2002,"Private","Computer Hardware & Software","Information Technology","small-bus",60,127,93.5,18,0,0,0,0,1
317,"D-eng","No Desc","Satisfied","SpringML",0,"VA","CA",0,"small",2015,"Private","Enterprise Software & Network Solutions","Information Technology","medium-bus",75,143,109,30,1,0,1,0,0
318,"D-eng","No Desc","Satisfied","Sumo Logic",3,"TX","CA",0,"medium",2010,"Private","Computer Hardware & Software","Information Technology","medium-bus",105,194,149.5,30,0,0,1,1,0
319,"D-eng","No Desc","Satisfied","EAB",0,"DC","DC",1,"large",2007,"Private","Research & Development","Business Services","large-bus",45,86,65.5,30,0,0,1,1,1
320,"D-sci","Senior Prof","Satisfied","Brighthouse Financial",0,"NC","NC",1,"large",2017,"Public","Insurance Carriers","Insurance","large-bus",95,154,124.5,30,1,0,1,0,1
321,"D-eng","No Desc","Neutral","Affinity Solutions",3,"CA","NY",0,"small",1998,"Private","Advertising & Marketing","Business Services","medium-bus",80,148,114,22,1,0,1,0,0
322,"analyst","No Desc","Satisfied","Citadel Federal Credit Union",3,"PA","PA",1,"medium",1937,"Nonprofit Organization","Banks & Credit Unions","Finance","large-bus",36,62,49,52,1,0,0,0,0
323,"na","Senior Prof","Neutral","Rochester Regional Health",0,"NY","NY",1,"large",2014,"Hospital","Health Care Services & Hospitals","Health Care","large-bus",54,115,84.5,30,0,0,0,0,0
324,"analyst","No Desc","Satisfied","CALIBRE Systems",3,"VA","VA",1,"medium",1989,"Private","IT Services","Information Technology","large-bus",50,92,71,31,0,0,0,0,1
325,"director","No Desc","Satisfied","MassMutual",0,"MA","MA",0,"large",1851,"Private","Insurance Carriers","Insurance","large-bus",67,135,101,52,0,0,0,0,0
326,"D-sci","No Desc","Satisfied","Esri",1,"CA","CA",1,"large",1969,"Private","Computer Hardware & Software","Information Technology","large-bus",82,132,107,51,1,0,1,1,0
327,"D-sci","No Desc","Very Satisfied","New England Biolabs",3,"MA","MA",1,"medium",1974,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",85,140,112.5,46,1,0,0,0,1
328,"ML","No Desc","Satisfied","Tapjoy",2,"CA","CA",1,"medium",2007,"Private","Internet","Information Technology","medium-bus",138,224,181,30,1,0,1,0,0
329,"analyst","No Desc","Satisfied","Motorola Solutions",3,"IL","IL",1,"large",1928,"Public","Computer Hardware & Software","Information Technology","large-bus",42,80,61,52,1,0,1,0,0
330,"D-eng","Senior Prof","Satisfied","Credit Sesame",3,"CA","CA",1,"small",2010,"Private","Internet","Information Technology","medium-bus",190,220,205,30,1,0,1,1,0
331,"na","No Desc","Neutral","Reynolds American",0,"KY","NC",0,"large",1875,"Private","Consumer Products Manufacturing","Manufacturing","large-bus",68,139,103.5,52,0,0,0,0,0
332,"manager","No Desc","Satisfied","MassMutual",0,"MA","MA",1,"large",1851,"Private","Insurance Carriers","Insurance","large-bus",34,92,63,52,0,0,0,0,1
333,"na","No Desc","Neutral","Infosys",3,"CT","India",0,"large",1981,"Public","IT Services","Information Technology","large-bus",54,71,62.5,39,0,0,0,0,1
334,"D-eng","No Desc","Satisfied","Alignment Healthcare",0,"CA","CA",1,"medium",2013,"Private","Health Care Services & Hospitals","Health Care","medium-bus",65,124,94.5,30,1,0,1,1,1
335,"analyst","No Desc","Satisfied","San Manuel Casino",0,"CA","CA",1,"large",1986,"Private","Gambling","Arts, Entertainment & Recreation","large-bus",35,62,48.5,34,0,0,0,0,1
336,"na","Senior Prof","Satisfied","Sunovion",3,"MA","MA",1,"large",2010,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",109,200,154.5,30,1,0,0,0,1
337,"na","No Desc","Satisfied","Texas Health Huguley Hospital",0,"TX","TX",0,"large",1977,"Hospital","Health Care Services & Hospitals","Health Care","medium-bus",42.12,58.5,50.31,43,0,0,0,1,0
338,"ML","No Desc","Satisfied","Cboe Global Markets",0,"KS","IL",0,"medium",1973,"Public","Stock Exchanges","Finance","large-bus",61,113,87,47,1,0,0,0,1
339,"na","No Desc","Dissatisfied","Teasdale Latin Foods",0,"IL","TX",0,"medium",1992,"Private","Food & Beverage Manufacturing","Manufacturing","large-bus",39,66,52.5,30,0,0,0,0,0
340,"D-eng","No Desc","Neutral","Guidepoint",3,"NY","NY",1,"medium",2003,"Private","Research & Development","Business Services","medium-bus",43,86,64.5,30,1,0,0,1,1
341,"na","No Desc","Dissatisfied","Cerus Corporation",0,"CA","CA",1,"medium",1992,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",74,149,111.5,30,0,0,0,0,1
342,"D-eng","No Desc","Satisfied","Takeda Pharmaceuticals",3,"MA","Japan",0,"large",1781,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",113,196,154.5,52,0,0,1,1,1
343,"ML","Senior Prof","Neutral","Software Engineering Institute",0,"PA","PA",1,"medium",1984,"College / University","Colleges & Universities","Education","large-bus",81,167,124,36,0,0,0,0,0
344,"D-sci","Senior Prof","Satisfied","Maven Wave Partners",0,"IL","IL",1,"medium",2008,"Private","Consulting","Business Services","medium-bus",97,160,128.5,30,1,0,0,1,1
345,"na","No Desc","Satisfied","Vail Health",0,"CO","CO",1,"medium",1966,"Hospital","Health Care Services & Hospitals","Health Care","large-bus",56.16,91.26,73.71,54,0,0,0,0,0
346,"manager","No Desc","Satisfied","Central California Alliance for Health",0,"CA","CA",1,"medium",1996,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","large-bus",42,86,64,24,0,0,0,0,0
347,"D-eng","Senior Prof","Neutral","Pilot Flying J Travel Centers LLC",3,"TN","TN",1,"large",1958,"Private","Gas Stations","Retail","large-bus",69,127,98,62,1,0,0,0,0
348,"D-sci","No Desc","Satisfied","Nuna",0,"CA","CA",1,"small",2010,"Private","Enterprise Software & Network Solutions","Information Technology","medium-bus",110,175,142.5,30,0,0,0,0,0
349,"D-sci","Senior Prof","Satisfied","AstraZeneca",3,"NY","United Kingdom",0,"large",1913,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",102,172,137,52,1,0,0,0,0
350,"D-eng","No Desc","Satisfied","Pinnacol Assurance",0,"CO","CO",1,"medium",1915,"Nonprofit Organization","Insurance Carriers","Insurance","large-bus",74,124,99,52,1,0,0,1,0
351,"na","No Desc","Neutral","Palermo's Pizza",0,"WI","WI",1,"medium",1964,"Private","Food & Beverage Manufacturing","Manufacturing","medium-bus",40,68,54,56,0,0,0,0,0
352,"D-sci","Senior Prof","Satisfied","MathWorks",0,"MA","MA",1,"large",1984,"Private","Computer Hardware & Software","Information Technology","large-bus",108,171,139.5,36,1,0,0,0,0
353,"D-eng","No Desc","Neutral","MetroStar Systems",0,"MD","VA",0,"medium",1999,"Private","IT Services","Information Technology","medium-bus",76,142,109,21,0,0,0,1,0
354,"director","No Desc","Neutral","Liberty Mutual Insurance",3,"IL","MA",0,"large",1912,"Private","Insurance Carriers","Insurance","large-bus",202,306,254,52,1,0,0,0,0
355,"na","No Desc","Neutral","Audentes Therapeutics",3,"CA","CA",0,"medium",2012,"Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",49,97,73,30,0,0,0,0,0
356,"na","No Desc","Neutral","Advanced BioScience Laboratories",0,"MD","MD",1,"medium",1961,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",49,113,81,59,0,0,0,0,1
357,"na","No Desc","Satisfied","Beebe Healthcare",0,"DE","DE",0,"large",1935,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","large-bus",49.14,79.56,64.35,52,0,0,0,0,0
358,"na","No Desc","Neutral","Reynolds American",0,"NC","NC",1,"large",1875,"Private","Consumer Products Manufacturing","Manufacturing","large-bus",65,134,99.5,52,0,0,0,0,1
359,"analyst","No Desc","Neutral","National Interstate",0,"OH","OH",1,"medium",1989,"Private","Insurance Carriers","Insurance","large-bus",32,59,45.5,31,0,0,0,0,0
360,"D-eng","Senior Prof","Satisfied","Moser Consulting",0,"IN","IN",1,"small",1996,"Private","Consulting","Business Services","medium-bus",87,158,122.5,24,1,0,1,1,0
361,"D-sci","Senior Prof","Satisfied","TransUnion",0,"IL","IL",1,"large",1968,"Public","Financial Analytics & Research","Finance","large-bus",107,173,140,52,1,0,0,0,1
362,"na","Senior Prof","Neutral","MITRE",3,"VA","MA",0,"large",1958,"Nonprofit Organization","Federal Agencies","Government","large-bus",56,99,77.5,62,0,0,0,0,0
363,"na","No Desc","Neutral","Mcphail Associates",0,"MA","MA",1,"small",1976,"Private","Construction","Construction, Repair & Maintenance","micro-bus",58.5,65.52,62.01,44,0,0,0,0,1
364,"na","Senior Prof","Neutral","Reynolds American",0,"NC","NC",1,"large",1875,"Private","Consumer Products Manufacturing","Manufacturing","large-bus",80,155,117.5,52,0,0,0,0,1
365,"na","No Desc","Dissatisfied","Crown Bioscience",0,"CA","CA",1,"medium",2006,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",43,98,70.5,30,0,0,0,0,0
366,"manager","No Desc","Very Satisfied","HOVER",0,"CA","CA",1,"small",2011,"Private","Computer Hardware & Software","Information Technology","medium-bus",45,78,61.5,30,0,0,0,0,1
367,"na","No Desc","Neutral","Q2 Solutions",0,"NY","NC",0,"large",2015,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",44,96,70,30,0,0,0,0,1
368,"na","Senior Prof","Neutral","Q2 Solutions",0,"GA","NC",0,"large",2015,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",50,110,80,30,0,0,0,0,1
369,"D-eng","No Desc","Neutral","Arbella Insurance",0,"MA","MA",1,"large",1988,"Private","Insurance Carriers","Insurance","large-bus",61,119,90,32,0,0,1,0,1
370,"R&D","Senior Prof","Satisfied","Kronos Bio",0,"MA","CA",0,"small",1992,"Private","Others","-1","small-bus",100,140,120,30,0,0,0,0,1
371,"na","No Desc","Neutral","Software Engineering Institute",0,"PA","PA",1,"medium",1984,"College / University","Colleges & Universities","Education","medium-bus",56,91,73.5,36,0,0,0,0,1
372,"D-sci","No Desc","Satisfied","Zimmerman Advertising",0,"FL","FL",1,"medium",1984,"Subsidiary or Business Segment","Advertising & Marketing","Business Services","large-bus",68,114,91,36,1,0,0,0,1
373,"D-sci","No Desc","Very Satisfied","BPA Services",0,"DC","VA",0,"small",1992,"Private","Enterprise Software & Network Solutions","Information Technology","micro-bus",150,160,155,30,0,0,0,1,1
374,"na","No Desc","Satisfied","MassMutual",0,"MA","MA",0,"large",1851,"Private","Insurance Carriers","Insurance","large-bus",101,158,129.5,52,1,0,1,1,1
375,"D-sci","Senior Prof","Satisfied","Pfizer",0,"NY","NY",1,"large",1849,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",125,210,167.5,52,0,0,0,1,1
376,"analyst","No Desc","Satisfied","Associated Banc-Corp",3,"WI","WI",1,"large",1870,"Public","Banks & Credit Unions","Finance","large-bus",43,77,60,52,0,0,0,1,1
377,"D-sci","Senior Prof","Satisfied","Zest AI",0,"CA","CA",1,"small",2009,"Private","Financial Analytics & Research","Finance","medium-bus",139,221,180,30,1,0,0,0,1
378,"analyst","No Desc","Satisfied","Fareportal",3,"NY","NY",1,"large",2002,"Private","Travel Agencies","Travel & Tourism","large-bus",44,86,65,18,0,0,0,0,1
379,"D-eng","Senior Prof","Satisfied","Genesys",3,"NC","CA",0,"large",1990,"Private","Computer Hardware & Software","Information Technology","large-bus",78,147,112.5,30,1,0,1,1,0
380,"analyst","Senior Prof","Dissatisfied","Moda Operandi",3,"NY","NY",1,"medium",2010,"Private","Department, Clothing, & Shoe Stores","Retail","large-bus",65,110,87.5,30,1,0,0,0,1
381,"na","No Desc","Neutral","Liberty Mutual Insurance",3,"IN","MA",0,"large",1912,"Private","Insurance Carriers","Insurance","large-bus",37,66,51.5,52,1,0,0,0,1
382,"na","No Desc","Very Satisfied","QK",0,"CA","CA",0,"small",1972,"Private","Architectural & Engineering Services","Business Services","medium-bus",38,64,51,48,0,0,0,0,1
383,"na","No Desc","Neutral","Santander",0,"MA","Spain",0,"large",1856,"Private","Banks & Credit Unions","Finance","large-bus",43,82,62.5,52,1,0,0,0,1
384,"D-eng","Senior Prof","Neutral","Tivity Health",0,"AZ","TN",0,"medium",1981,"Public","Health Care Services & Hospitals","Health Care","medium-bus",90,110,100,39,0,0,0,0,0
385,"D-eng","No Desc","Satisfied","BRMi",0,"VA","DC",0,"small",2004,"Private","IT Services","Information Technology","medium-bus",61,109,85,30,1,0,1,1,0
386,"D-sci","Senior Prof","Satisfied","Luminar Technologies",0,"FL","FL",1,"medium",2012,"Private","Computer Hardware & Software","Information Technology","medium-bus",93,151,122,30,1,0,0,1,0
387,"na","No Desc","Satisfied","Emtec, Inc.",0,"IL","FL",0,"medium",1995,"Private","Enterprise Software & Network Solutions","Information Technology","large-bus",52,81,66.5,25,1,0,0,0,0
388,"na","No Desc","Very Satisfied","Veterans United Home Loans",0,"MO","MO",1,"large",2002,"Private","Lending","Finance","large-bus",40,101,70.5,18,0,0,1,0,1
389,"D-eng","Senior Prof","Very Satisfied","Praetorian",0,"TX","TX",1,"small",2010,"Private","Security Services","Business Services","medium-bus",97,180,138.5,30,1,0,1,0,0
390,"D-sci","No Desc","Neutral","PA Consulting",3,"MA","United Kingdom",0,"large",1943,"Private","Consulting","Business Services","large-bus",81,134,107.5,52,0,0,1,0,1
391,"na","No Desc","Satisfied","Agios Pharmaceuticals",0,"MA","MA",1,"medium",2008,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",84,157,120.5,30,0,0,0,0,0
392,"na","No Desc","Neutral","Advanced BioScience Laboratories",0,"MD","MD",1,"medium",1961,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",49,113,81,59,0,0,0,0,0
393,"na","No Desc","Neutral","Reynolds American",0,"KY","NC",0,"large",1875,"Private","Consumer Products Manufacturing","Manufacturing","large-bus",68,139,103.5,52,0,0,0,0,0
394,"D-eng","Senior Prof","Neutral","Echo Global Logistics",3,"IL","IL",1,"large",2005,"Public","Transportation Management","Transportation & Logistics","large-bus",75,140,107.5,30,0,0,0,0,0
395,"D-eng","Senior Prof","Satisfied","Glassdoor",2,"CA","CA",0,"large",2007,"Private","Internet","Information Technology","large-bus",121,203,162,30,1,0,1,1,1
396,"na","No Desc","Satisfied","Esri",1,"CA","CA",1,"large",1969,"Private","Computer Hardware & Software","Information Technology","large-bus",52,85,68.5,51,1,0,1,0,1
397,"D-sci","Senior Prof","Neutral","Assurant",3,"OH","NY",0,"large",1978,"Public","Insurance Carriers","Insurance","large-bus",81,140,110.5,42,0,0,0,0,1
398,"D-sci","No Desc","Satisfied","Caterpillar",3,"IL","IL",0,"large",1925,"Public","Industrial Manufacturing","Manufacturing","large-bus",63,99,81,52,0,0,0,0,0
399,"D-sci","Senior Prof","Satisfied","Equity Residential",3,"IL","IL",1,"large",1993,"Public","Real Estate","Real Estate","large-bus",110,150,130,27,1,0,1,0,1
400,"D-eng","Senior Prof","Satisfied","F&G",0,"IA","IA",1,"medium",1992,"Subsidiary or Business Segment","Insurance Carriers","Insurance","large-bus",83,148,115.5,30,1,0,0,0,1
401,"D-sci","Senior Prof","Satisfied","PNNL",3,"WA","WA",1,"large",1965,"Government","Energy","Oil, Gas, Energy & Utilities","large-bus",60,101,80.5,55,0,0,0,0,0
402,"analyst","No Desc","Very Satisfied","GreatAmerica Financial Services",0,"IA","IA",1,"medium",1992,"Private","Lending","Finance","large-bus",31,55,43,28,0,0,0,0,1
403,"director","No Desc","Satisfied","Acceleron Pharma",0,"MA","MA",1,"medium",2003,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",102,178,140,30,0,0,0,0,1
404,"na","Senior Prof","Satisfied","Kronos Bio",0,"MA","CA",0,"medium",1992,"Private","Others","-1","micro-bus",110,130,120,30,0,0,0,0,0
405,"analyst","Senior Prof","Neutral","AmeriHealth Caritas",3,"PA","PA",1,"large",1983,"Private","Insurance Carriers","Insurance","large-bus",48,85,66.5,37,0,0,0,0,1
406,"D-eng","Senior Prof","Very Satisfied","Strategic Employment Partners",0,"CA","CA",0,"small",2006,"Private","Staffing & Outsourcing","Business Services","small-bus",66,123,94.5,30,1,0,0,1,0
407,"D-sci","Senior Prof","Satisfied","PNNL",3,"WA","WA",0,"large",1965,"Government","Energy","Oil, Gas, Energy & Utilities","large-bus",92,146,119,55,0,0,0,0,0
408,"na","No Desc","Neutral","Catholic Health Initiatives",2,"NE","CO",0,"large",1996,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","large-bus",49.14,67.86,58.5,24,0,0,0,0,0
409,"analyst","Senior Prof","Neutral","FLEETCOR",0,"TN","GA",0,"large",2000,"Public","Financial Transaction Processing","Finance","large-bus",23.4,39.78,31.59,20,0,0,0,0,1
410,"director","No Desc","Neutral","Liberty Mutual Insurance",3,"IL","MA",0,"large",1912,"Private","Insurance Carriers","Insurance","large-bus",150,239,194.5,52,1,0,0,0,0
411,"R&D","Senior Prof","Satisfied","Southwest Research Institute",3,"TX","TX",1,"large",1947,"Nonprofit Organization","Research & Development","Business Services","large-bus",52,91,71.5,52,1,0,0,1,1
412,"D-sci","No Desc","Satisfied","Applied Research Laboratories",0,"TX","TX",1,"medium",1992,"College / University","Colleges & Universities","Education","large-bus",82,129,105.5,30,1,0,0,1,0
413,"na","Senior Prof","Neutral","Reynolds American",0,"NC","NC",1,"large",1875,"Private","Consumer Products Manufacturing","Manufacturing","large-bus",47,101,74,52,0,0,0,0,1
414,"analyst","No Desc","Satisfied","Raytheon",0,"AL","MA",0,"large",1922,"Public","Aerospace & Defense","Aerospace & Defense","large-bus",49,76,62.5,52,0,0,0,0,1
415,"R&D","Senior Prof","Satisfied","RTI International",3,"NC","NC",0,"large",1958,"Nonprofit Organization","Research & Development","Business Services","large-bus",43,88,65.5,62,0,0,0,0,0
416,"director","No Desc","Satisfied","TRANZACT",0,"NJ","NJ",1,"large",1989,"Private","Advertising & Marketing","Business Services","large-bus",124,199,161.5,31,1,0,0,1,1
417,"analyst","Senior Prof","Dissatisfied","United BioSource",2,"PA","PA",1,"large",2003,"Other Organization","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",52,93,72.5,30,0,0,0,0,1
418,"D-eng","Senior Prof","Satisfied","Figure Eight",0,"CA","CA",1,"small",2008,"Public","Computer Hardware & Software","Information Technology","medium-bus",97,181,139,30,1,0,0,1,1
419,"D-eng","Senior Prof","Satisfied","Tapjoy",2,"CA","CA",1,"medium",2007,"Private","Internet","Information Technology","medium-bus",100,173,136.5,30,0,0,0,0,0
420,"D-sci","No Desc","Satisfied","Fareportal",3,"NY","NY",1,"large",2002,"Private","Travel Agencies","Travel & Tourism","large-bus",53,96,74.5,18,1,0,1,0,0
421,"na","Senior Prof","Neutral","Reynolds American",0,"NC","NC",1,"large",1875,"Private","Consumer Products Manufacturing","Manufacturing","large-bus",65,96,80.5,52,0,0,0,0,1
422,"D-sci","No Desc","Satisfied","Sartorius",0,"NM","Germany",0,"large",1870,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",56,95,75.5,52,1,0,0,0,1
423,"D-sci","No Desc","Very Satisfied","1904labs",2,"MO","MO",1,"small",2016,"Private","IT Services","Information Technology","medium-bus",111,176,143.5,30,1,0,1,0,0
424,"D-sci","No Desc","Very Satisfied","Royce Geospatial",0,"VA","VA",0,"small",2014,"Private","Aerospace & Defense","Aerospace & Defense","medium-bus",75,127,101,30,1,0,0,0,0
425,"D-eng","No Desc","Satisfied","MassMutual",0,"MA","MA",1,"large",1851,"Private","Insurance Carriers","Insurance","large-bus",65,119,92,52,1,0,1,0,1
426,"D-sci","No Desc","Satisfied","PNNL",3,"WA","WA",1,"large",1965,"Government","Energy","Oil, Gas, Energy & Utilities","large-bus",56,97,76.5,55,1,0,0,0,0
427,"D-sci","Senior Prof","Very Satisfied","Recursion Pharmaceuticals",0,"UT","UT",1,"small",2013,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","small-bus",108,173,140.5,30,1,0,0,1,0
428,"D-sci","No Desc","Satisfied","Citi",0,"NJ","NY",0,"large",1812,"Public","Investment Banking & Asset Management","Finance","large-bus",94,139,116.5,52,0,0,0,0,1
429,"ML","Senior Prof","Very Satisfied","Sage Intacct",0,"CA","CA",0,"medium",1999,"Subsidiary or Business Segment","Computer Hardware & Software","Information Technology","medium-bus",176,289,232.5,21,1,0,0,0,0
430,"D-sci","No Desc","Satisfied","Scale AI",0,"CA","CA",1,"small",2016,"Private","Enterprise Software & Network Solutions","Information Technology","medium-bus",92,149,120.5,30,1,0,0,0,0
431,"na","No Desc","Satisfied","Esri",1,"VA","CA",0,"large",1969,"Private","Computer Hardware & Software","Information Technology","large-bus",63,101,82,51,1,0,0,0,0
432,"na","Senior Prof","Neutral","Rochester Regional Health",0,"NY","NY",1,"large",2014,"Hospital","Health Care Services & Hospitals","Health Care","large-bus",54,115,84.5,30,0,0,0,0,0
433,"D-sci","No Desc","Neutral","Change Healthcare",0,"CA","TN",0,"large",2007,"Public","IT Services","Information Technology","large-bus",118,188,153,30,1,0,1,1,0
434,"D-sci","No Desc","Neutral","MZ",0,"CA","CA",1,"medium",2008,"Private","Internet","Information Technology","large-bus",108,146,127,30,1,0,1,0,0
435,"D-sci","No Desc","Very Satisfied","HG Insights",0,"CA","CA",1,"small",2010,"Private","Computer Hardware & Software","Information Technology","medium-bus",65,106,85.5,30,1,0,1,0,1
436,"D-sci","No Desc","Neutral","1-800-FLOWERS.COM, Inc.",0,"NY","NY",1,"large",1976,"Public","Wholesale","Business Services","large-bus",55,98,76.5,44,1,0,0,0,1
437,"D-sci","No Desc","Satisfied","CBS Interactive",3,"NY","CA",0,"large",1992,"Subsidiary or Business Segment","TV Broadcast & Cable Networks","Media","large-bus",94,162,128,28,1,0,1,0,0
438,"D-eng","No Desc","Neutral","Numeric, LLC",0,"PA","PA",0,"small",1992,"Private","Staffing & Outsourcing","Business Services","small-bus",63,120,91.5,30,1,0,1,1,1
439,"na","Senior Prof","Satisfied","Rubius Therapeutics",0,"MA","MA",1,"medium",2013,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",90,179,134.5,30,0,0,0,0,0
440,"D-sci","No Desc","Neutral","Samba TV",0,"CA","CA",1,"medium",2008,"Private","Advertising & Marketing","Business Services","medium-bus",127,202,164.5,30,0,0,0,0,0
441,"na","No Desc","Satisfied","ClearEdge",0,"MD","MD",1,"small",2002,"Private","Computer Hardware & Software","Information Technology","small-bus",60,127,93.5,18,0,0,0,0,1
442,"analyst","No Desc","Neutral","SV Microwave",0,"FL","FL",1,"medium",1991,"Public","Telecommunications Manufacturing","Telecommunications","medium-bus",31,57,44,29,0,0,0,0,0
443,"D-eng","No Desc","Satisfied","Sumo Logic",3,"TX","CA",0,"medium",2010,"Private","Computer Hardware & Software","Information Technology","medium-bus",105,194,149.5,30,0,0,1,1,0
444,"D-eng","No Desc","Satisfied","EAB",0,"DC","DC",1,"large",2007,"Private","Research & Development","Business Services","large-bus",45,86,65.5,30,0,0,1,1,1
445,"D-eng","No Desc","Satisfied","SpringML",0,"VA","CA",0,"small",2015,"Private","Enterprise Software & Network Solutions","Information Technology","medium-bus",75,143,109,30,1,0,1,0,0
446,"D-eng","No Desc","Satisfied","Samsung Research America",3,"CA","CA",1,"large",1988,"Subsidiary or Business Segment","Computer Hardware & Software","Information Technology","medium-bus",126,228,177,32,1,0,1,1,0
447,"D-sci","No Desc","Very Satisfied","Systems & Technology Research",0,"VA","MA",0,"medium",2010,"Private","Aerospace & Defense","Aerospace & Defense","large-bus",80,134,107,30,1,0,1,0,1
448,"D-sci","No Desc","Satisfied","Netskope",3,"CA","CA",1,"medium",2012,"Private","Enterprise Software & Network Solutions","Information Technology","large-bus",120,189,154.5,30,1,0,1,0,1
449,"D-sci","No Desc","Satisfied","Lorven Technologies Inc",0,"CA","NJ",0,"small",1992,"Private","Accounting","Accounting & Legal","micro-bus",85,142,113.5,30,1,0,1,0,0
450,"D-sci","Senior Prof","Satisfied","Brighthouse Financial",0,"NC","NC",1,"large",2017,"Public","Insurance Carriers","Insurance","large-bus",95,154,124.5,30,1,0,1,0,1
451,"D-sci","No Desc","Dissatisfied","CareDx",1,"CA","CA",1,"small",1992,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","small-bus",111,176,143.5,30,1,0,0,0,1
452,"D-sci","No Desc","Satisfied","Serigor Inc.",0,"CA","MD",0,"small",1992,"Private","IT Services","Information Technology","micro-bus",87,140,113.5,30,1,0,0,0,0
453,"D-sci","No Desc","Neutral","Leidos",0,"VA","VA",0,"large",1969,"Public","Aerospace & Defense","Aerospace & Defense","large-bus",76,127,101.5,51,1,0,0,1,0
